id;NomFournisseur;AddressFournisseur;idPays;idPaysLivraison;DateLivraison;TempsLivraison;Qte;PrixCommande
2006;New Dehli Auto Exchange;1155 Ridgewood Drive;8;36;21/01/1996 21:33;00:00.0;6687;53940.5887
2007;Highland Heights Gift Shop;38976 Forest View Rd.;37;41;06/08/2003 11:55;48:16.0;84447;49437.3252
2008;Griffith Paving and Sealcoatin;1715 Chicago Ave.;31;12;20/04/1972 23:20;53:20.0;44335;59634.5752
2009;Corbins, Rodriguez, & Savocchi;2045 St. johns Ave.;12;23;24/11/2000 23:48;48:16.0;56682;53678.9868
2010;Terrinni & Son Auto and Truck;45 South Deer Creek Drive;1;3;22/08/1994 13:53;00:00.0;56008;3696.0136
2011;Parkway Auto Body;2112 Ravine Drive;17;35;19/03/1982 23:08;00:00.0;63892;43451.4613
2012;Ebert Music Center;12 Skokie Valley Rd.;2;22;04/05/2003 02:20;00:00.0;85508;80480.9728
2013;Office Pro Supply Co.;865 Old Tall Tree Lane;45;45;16/01/2000 17:07;08:16.0;59330;89519.3376
2014;Marks, Marks, and Kaplan Ltd.;1287 Glencoe Ave.;16;14;01/05/1978 09:40;48:16.0;34850;71898.153
2015;Foy Aviation;3148 cottonwood Ct.;41;8;28/11/2002 07:08;01:36.0;16788;76400.907
2016;Jay's Cabinet Company;430 Oakland Drive;37;37;13/08/1978 04:35;46:40.0;96960;72280.278
2017;Marks, Marks, and Kaplan Ltd.;1975 elmwood Circle;47;31;12/04/2001 01:48;48:16.0;36125;26347.8466
2018;Dapper's Antiques;21 Lakeview Terrace #2312;9;12;07/05/1971 02:22;01:36.0;5480;70224.6387
2019;Lake Shore Publishing;12 Fort Sheriden Ave.;33;1;10/03/2005 15:08;40:00.0;84344;35755.1508
2020;Lake Shore Publishing;632 Florence Dr.;44;17;07/10/1992 13:13;34:56.0;90496;90832.2868
2021;Glenwood Credit Union;1450 Harding Ave.;4;2;18/10/1993 00:20;21:36.0;29685;15168.9075
2022;Dependable Plumbing and Sewer;3385 University Ave.;24;45;14/02/1978 18:02;20:00.0;34344;69452.6688
2023;Acturial Enterprises Ltd.;1185 County line Rd.;37;16;25/10/1975 10:07;34:56.0;70604;90348.6396
2024;Nirabi Auto Service;1957 Huntington Ave.;26;41;22/04/1985 06:40;33:20.0;87736;20060.2961
2025;Pete's Auto Repair;42 Valley Rd.;13;37;07/12/1970 06:40;26:40.0;75529;4738.1804
2026;Doerner's Awnings and Canopies;355 Golf Rd.;10;47;07/05/1994 09:40;33:20.0;74900;66064.9579
2027;Green Shoes Corp.;1270 Linden Ave.;4;9;08/11/1972 08:40;48:16.0;65150;40212.004
2028;Lambert & Locke Legal Services;1547 Vine;48;33;18/05/2004 21:27;40:00.0;85611;33600.1922
2029;Lennox Air Pollution Control;425 Lake Ave.;30;44;20/06/1971 11:00;20:00.0;66744;23718.0163
2030;Chands CPA;673 Calais Drive;43;4;01/07/2006 10:20;14:56.0;970.1;73157.4069
2031;Salt & Pepper Catering Service;2032 Northbrook Ct.;38;24;28/10/1998 18:40;20:00.0;50279;66854.0438
2032;Innman Paint and Glass;600 Central Ave;38;37;01/04/1978 17:33;00:00.0;11646;15400.7907
2033;Bernhardt Ltd.;1777 balsamic Ave.;13;26;13/06/2006 16:35;40:00.0;68288;25600.0748
2034;Portugal, Liddy, & Son Ltd.;175 beech St.;32;13;19/07/1980 14:07;06:40.0;48675;96340.0948
2035;Glenwood Credit Union;1126 Hillcrest Ave;22;10;08/03/1972 18:28;34:56.0;48473;22430.5914
2036;Glenn Oaks Office Supplies;2936 Arlington Ave.;27;4;18/04/2001 05:47;08:16.0;65152;63580.471
2037;Kosmo Consulting;1450 Harding Ave.;28;48;03/04/2001 13:13;26:40.0;81220;34693.8778
2038;Kermit the Pet Shop;872 Virginia Rd.;17;30;24/12/2005 00:00;54:56.0;27908;21045.7969
2039;Air Barbados;1444 Chantilly Ln.;33;43;16/01/2001 12:40;06:40.0;64842;20517.915
2040;Nel Video Productions;2148 Eastview Dr.;24;38;05/10/1971 17:15;06:40.0;34144;27420.2074
2041;Futoons Cartoons Emporium;302-A Crestwood Village Rd.;23;38;24/05/2005 14:47;26:40.0;5206;30503.5824
2042;Nina's Snow Plowing;3478 Bryn Mawr St.;8;13;27/01/1985 18:53;13:20.0;76700;17526.1205
2043;Cotton Thumb Ltd.;785 Highland place;12;32;18/10/1983 13:15;41:36.0;42150;72860.2015
2044;Marcy Elaine Bakery;1859 Green Bay Rd.;1;22;05/01/2006 21:08;01:36.0;21904;75030.2048
2045;Lake Shore Beaches;1065 Hillcrest Circle;6;27;23/02/1970 13:22;08:16.0;81580;52778.9824
2046;Bernhardt Ltd.;1975 elmwood Circle;45;28;03/07/1987 09:40;00:00.0;66455;78704.294
2047;Cradle the Call;600 Central Ave;38;17;26/10/1993 02:47;01:36.0;82016;81075.4266
2048;Green Shoes Corp.;844 Spruce St.;11;33;29/06/1994 04:20;26:40.0;42534;10166.4326
2049;P K M Packaging Supply;3150 Skokie Valley Rd.;1;24;19/08/1974 00:20;06:40.0;68876;3695.6653
2050;Pete's Auto Repair;3487 Green Bay Rd.;4;23;08/05/2000 19:15;06:40.0;41778;27576.4362
2051;Trapezoid Studios;38976 Forest View Rd.;44;8;26/02/2001 00:53;01:36.0;19824;25187.8098
2052;Hibop Heating and Air Conditio;1547 Vine;26;12;06/11/2006 08:00;54:56.0;96405;86107.3913
2053;Gordon & Son Brockerage Ltd.;1875 Roger Williams Ave.;11;1;03/02/1970 21:08;26:40.0;40480;86688.5057
2054;Caranisco Homes;2224 Sherman Rd.;44;6;07/08/1974 10:33;06:40.0;99790;56440.3676
2055;Terrinni & Son Auto and Truck;2600 Winsor Mall;46;45;31/08/1972 17:42;20:00.0;58379;58798.6004
2056;Elm Place Business Supplies;1750 Lily Court;23;38;04/04/2001 19:33;06:40.0;51408;2928.5391
2057;Darcy Frame and Matting Servic;406 Trinity Ct.;49;11;18/07/1998 23:13;20:00.0;61452;66574.9273
2058;Trapezoid Studios;12 Skokie Valley Rd.;24;1;02/10/1994 13:13;48:16.0;69201;35407.2244
2059;George Lee Antiques;2870 Skokie Rd.;44;4;03/06/1985 07:15;13:20.0;59864;19141.622
2060;AA Advertising;618 Sheriden rd.;47;44;16/10/2000 06:33;34:56.0;62010;91730.7835
2061;Vanity Town;852 Sumac Rd.;8;26;04/07/1986 03:15;48:16.0;31022;68722.6208
2062;Nel Video Productions;872 Virginia Rd.;43;11;10/02/2004 02:15;46:40.0;82043;67600.8938
2063;Mac Computer Warehouse;3487 Green Bay Rd.;42;44;03/01/2000 23:33;06:40.0;17936;45368.3401
2064;Palmer Golf Supplies;965 Marion Place Apt. 65C;11;46;28/03/2004 09:48;41:36.0;38000;33428.6928
2065;North Shore Appliance Service;135 Lakewood place;22;23;14/04/1987 20:35;08:16.0;58434;99628.7784
2066;Bill's Dive Shop;937 Judson Ave.;7;49;05/04/2003 03:53;33:20.0;69736;74390.2658
2067;Pac Builders;14836 W. River Oaks Dr.;15;24;24/02/1992 19:33;40:00.0;79500;2624.38
2068;Office Pro Supply Co.;120 high St.;27;44;26/01/2004 06:53;46:40.0;54860;42199.1452
2069;K L Consulting;3344 Beachwood Ln.;10;47;08/08/1974 03:13;26:40.0;45386;62896.216
2070;Kermit the Pet Shop;231 Sheriden Rd.;4;8;11/10/2001 16:07;14:56.0;46394;37320.5164
2071;Salt & Pepper Catering Service;1799 Rosemary Way;31;43;07/09/2003 03:00;14:56.0;80960;91940.8746
2072;AAA Daniels Antiques;2112 Ravine Drive;10;42;24/09/2005 18:20;26:40.0;70570;81052.2204
2073;Cutter Lawn Mower Repair;12 Craven Way;42;11;11/01/2003 18:53;20:00.0;10030;53500.7896
2074;Esmarda Chemical Manufacturers;1831 Beverly Place #9D;15;22;12/02/1990 05:20;06:40.0;92504;42989.151
2075;Lidhal design Corp.;2032 Northbrook Ct.;49;7;02/01/1986 05:22;46:40.0;59972;24256.6806
2076;Schmidt Denists;1957 Huntington Ave.;49;15;12/02/1974 00:13;06:40.0;79694;1606.8209
2077;New Dehli Auto Exchange;1619 Judson Ave. Apt #34B;11;27;23/08/2000 18:20;00:00.0;8080;30390.3955
2078;Doll House Rock;1633 McGovern place;20;10;26/01/2000 15:20;13:20.0;35464;65501.0096
2079;Cradle the Call;1550 Ridge Rd.;27;4;27/10/2006 21:47;41:36.0;70978;18864.685
2080;Keep Cool Air Conditioner Repa;224  Highwood Ave.;33;31;14/03/1975 20:13;53:20.0;60878;576.0182
2081;BBQ Smith's Tex Mex;807 Old Trail Rd.;12;10;03/10/1975 21:27;08:16.0;26120;45275.834
2082;Bill's Dive Shop;35 Glenlake Dr.;44;42;01/03/1986 02:15;46:40.0;71460;75288.282
2083;Got It All Electronics Supply;12 Craven Way;10;15;01/08/2000 01:53;41:36.0;79162;73088.6296
2084;Camp Stuff;1126 Hillcrest Ave;2;49;22/08/1989 15:40;26:40.0;31016;66125.0905
2085;Kosmo Consulting;3150 Skokie Valley Rd.;11;49;16/04/2001 03:40;26:40.0;37154;48125.5682
2086;MedicServe Medical Supply;857 Woodbine Rd;8;11;13/09/1977 20:35;46:40.0;93328;31200.9522
2087;Jay's Cabinet Company;1770 first St.;10;20;25/02/2005 02:53;20:00.0;53280;5765.4674
2088;Hi-Land Art & Frame;600 Central Ave;27;27;22/08/2000 09:53;41:36.0;48250;38214.5724
2089;Facelift Kitchen and Bath;3148 cottonwood Ct.;39;33;11/07/1977 01:02;14:56.0;99884;13126.6357
2090;Caranisco Homes;618 Sheriden rd.;29;12;18/11/1974 09:47;13:20.0;77620;27834.4776
2091;American Deli Workers Union;1535 Knollwood Drive;25;44;22/12/2006 15:07;13:20.0;94542;45456.0169
2092;Auto Interior Carpeting Compan;224  Highwood Ave.;21;10;02/06/1978 19:27;40:00.0;53331;49790.1354
2093;American Apartments;1839 McCraren Rd.;31;2;09/05/2004 11:53;40:00.0;5728;22536.915
2094;Acme Chemical Supply;355 Golf Rd.;28;11;13/01/1977 10:40;40:00.0;91086;2050.3556
2095;Bernhardt Ltd.;854 Woodbine;32;8;20/04/1994 17:40;41:36.0;86902;18336.6614
2096;Eva Galler Galleries Inc.;10 Marquette Rd.;33;10;21/10/2002 23:27;26:40.0;89923;47824.6272
2097;Dapper's Antiques;1907 S. Prospect Ave.;27;27;16/09/2001 01:27;13:20.0;6162;49870.5144
2098;Brand Y Creative Services;2510 Crain;9;39;16/03/1996 07:07;33:20.0;53538;18880.3068
2099;Pac Builders;1077 Court Ave.;29;29;08/11/2001 19:47;33:20.0;2440;7626.5486
2100;North West Gas Co.;616 Cobblestone Cir.;39;25;29/09/2002 03:42;54:56.0;48330;43010.5548
2101;Green Shoes Corp.;1287 Glencoe Ave.;30;21;01/07/1992 15:13;53:20.0;6400;95645.2942
2102;Brand Y Creative Services;2220 Grant Blvd.;32;31;18/10/1990 06:22;08:16.0;94656;2290.3398
2103;Childress Child Day Care;2024 St.Johns Ave.;33;28;22/10/2000 06:07;41:36.0;28184;77760.6699
2104;Doll House Rock;1839 McCraren Rd.;18;32;21/07/2006 20:08;28:16.0;58256;87265.153
2105;Kosmo Consulting;673 Calais Drive;2;33;08/07/1996 05:27;46:40.0;71340;72796.804
2106;Parties Galore Golf Course;3100 Trailer Way;8;27;25/02/1980 20:53;06:40.0;45443;8088.4875
2107;Lambert & Locke Legal Services;632 Roger Williams;17;9;10/03/1999 21:07;26:40.0;48443;9138.7985
2108;Marks, Marks, and Kaplan Ltd.;1535 Knollwood Drive;39;29;07/02/1993 15:47;08:16.0;81060;84138.8088
2109;Got It All Electronics Supply;3100 Trailer Way;34;39;20/06/1994 16:48;08:16.0;31616;51548.4615
2110;Highland Lanes;241 Callan Rd.;39;30;08/08/2000 03:00;46:40.0;17284;66390.9673
2111;Highland Woods City Hall;3059 Priscilla Court;29;32;11/08/1972 06:47;06:40.0;66080;65920.929
2112;Childress Child Day Care;970 Vilas Circle;42;33;29/11/2006 02:28;28:16.0;76350;69996.722
2113;K L Consulting;937 Judson Ave.;7;18;17/11/1980 16:42;06:40.0;65023;5411.3542
2114;Nel Video Productions;139 Bay Colony Dr.;1;2;01/07/1990 20:20;46:40.0;96652;17809.8265
2115;Highland Heights Gift Shop;917 Fairview Ave.  Apt. 982;41;8;19/01/2003 21:20;13:20.0;350.7;36142.0506
2116;Trapezoid Studios;355 Golf Rd.;18;17;22/10/1975 17:28;28:16.0;13931;40170.59
2117;Moveit Motercycle Service;245 Oakridge Ave.;6;39;31/05/1975 10:20;34:56.0;23660;75400.7108
2118;Air Guatamala;511 Maple Ave.  Apt. 1B;18;34;01/09/1989 05:28;33:20.0;96067;32044.266
2119;Myles Building Consultants;1701 W. Mellody Rd.;3;39;07/08/1990 21:13;28:16.0;47208;12361.9088
2120;Dapper's Antiques;367Bluebird Terr.;23;29;01/01/2001 09:08;40:00.0;22056;22208.9618
2121;Jay's Cabinet Company;1337 Cavell Ave.;23;42;22/08/1992 06:07;53:20.0;960.4;7469.5394
2122;Cotton Thumb Ltd.;4467 Sheridan Rd.;6;7;19/10/1977 10:07;00:00.0;56686;81110.1836
2123;Kapp Camera and Video;581 Hill St. Apt. 234;2;1;28/05/2000 20:33;53:20.0;71200;55220.8161
2124;Green Shoes Corp.;1234 Devonshire Court;26;41;13/09/2006 03:02;13:20.0;64540;54220.4484
2125;Vecot Inc.;969 Saxony Drive;29;18;02/09/2001 17:40;08:16.0;54657;51600.9578
2126;Camp Oconomowoc;600 Central Ave;17;6;10/10/1987 02:22;48:16.0;83654;5488.875
2127;Glassman & Stone;671 Blackstone Ave.;33;18;27/02/2007 09:08;28:16.0;40968;7820.5047
2128;janice Mann Accounting Service;2505 Allison ct.;14;3;14/04/1970 07:48;26:40.0;9763;93542.5977
2129;Resnick DDS;2267 Anderson Lane;43;23;04/04/1996 23:20;40:00.0;33947;40128.5072
2130;Lutz Soft Cloth Car Wash;430 Oakland Drive;46;23;25/09/2002 16:22;33:20.0;82052;13495.7396
2131;Portugal, Liddy, & Son Ltd.;1701 W. Mellody Rd.;40;6;15/03/2001 20:40;21:36.0;37150;57784.656
2132;Darcy Frame and Matting Servic;1715 Chicago Ave.;49;2;07/09/2002 13:00;40:00.0;68824;56130.724
2133;Acturial Enterprises Ltd.;965 Marion Place Apt. 65C;9;26;26/04/1982 21:13;00:00.0;55750;65523.876
2134;Hoffman Printing Center;465 Stratford Rd.;7;29;16/04/1990 01:55;34:56.0;96758;47415.2045
2135;P K M Packaging Supply;120 high St.;36;17;21/01/2005 04:40;53:20.0;3089;29119.1518
2136;Lutz Soft Cloth Car Wash;1915 Lewis Ln.  Apt 13;19;33;11/01/1972 17:47;46:40.0;75320;94736.21
2137;Mail Boxes Et. Al.;937 Judson Ave.;16;14;13/02/1975 05:07;13:20.0;64120;34936.2042
2138;Gordon & Son Brockerage Ltd.;218 Oakridge Ave.;2;43;25/05/2004 20:07;33:20.0;80371;33096.9632
2139;Foy Aviation;1679 McCraren;13;46;29/03/1985 16:00;06:40.0;83330;35245.2245
2140;Dependable Plumbing and Sewer;673 Calais Drive;44;40;19/03/2005 02:40;21:36.0;38344;5228.2861
2141;Cutter Lawn Mower Repair;1839 McCraren Rd.;24;49;23/05/1982 12:07;40:00.0;74530;6361.6176
2142;Deer Lake Inn;917 Fairview Ave.  Apt. 982;13;9;16/02/1974 15:20;06:40.0;34200;2980.056
2143;Marcy Elaine Bakery;1859 Green Bay Rd.;4;7;29/07/1986 23:27;20:00.0;47712;20148.2092
2144;Air France;1547 Knolwood Rd.;43;36;21/02/1971 23:35;13:20.0;92976;47147.3616
2145;Shaggy's Grooming Services;42 Valley Rd.;31;19;02/01/2004 14:00;00:00.0;94090;94073.138
2146;New Dehli Auto Exchange;643 De Temple Rd.;19;16;30/11/1982 18:02;08:16.0;79696;70918.964
2147;Mergenthaler Inc.;1550 Ridge Rd.;18;2;21/08/2006 19:40;21:36.0;80904;37210.0975
2148;Woodworks Co.;600 Central Ave.;30;13;10/10/2005 03:02;33:20.0;74748;56800.8905
2149;Arthur M. Feildberg Galleries;1679 McCraren;49;44;04/11/1989 16:27;13:20.0;44400;19144.3543
2150;Pasifico Inc.;1949 Cloverdale Rd.;12;24;12/10/1989 21:28;13:20.0;68192;38468.9114
2151;Cotton Thumb Ltd.;220 Vine Ave.;41;13;20/11/2001 20:40;53:20.0;13146;1442.495
2152;Elle Hypnosis and Therapy Cent;2632 Prarie Ln.;23;4;02/02/2001 12:15;46:40.0;50990;74848.5665
2153;North Shore Appliance Service;334 Lynn Terrace;1;43;17/01/1986 06:28;14:56.0;17560;1405.8869
2154;DBN Bank;2112 Ravine Drive;44;31;26/07/1972 20:35;28:16.0;5040;2812.4212
2155;Jay's Cabinet Company;54 Lakeview Terrace;30;19;16/03/1978 20:15;33:20.0;84460;3600.9578
2156;Elm Place Business Supplies;1185 County line Rd.;1;18;05/08/2000 17:00;33:20.0;2125;48964.8524
2157;Vanity Town;2267 Anderson Lane;7;30;31/08/1996 03:53;28:16.0;18464;62368.275
2158;Keyth Contracting and Repair;1660 Park Ave.;23;49;19/11/2000 11:47;01:36.0;87885;57457.2148
2159;Block Boats and Lures;175 beech St.;35;12;29/06/2004 13:27;26:40.0;85864;94662.238
2160;Pasifico Inc.;456 Grossman Ln.;48;41;06/12/2001 14:27;14:56.0;73840;56486.2571
2161;Smith & Wesson Militia;1975 elmwood Circle;13;23;01/06/1986 17:28;06:40.0;77159;53376.5784
2162;Ernie's Foriegn Car Service;1679 McCraren;19;1;24/08/1982 09:55;13:20.0;14256;57434.1275
2163;Quad City Cleaning;3100 Trailer Way;41;44;08/10/1970 03:13;28:16.0;33434;30402.5373
2164;Kapp Camera and Video;54 Lakeview Terrace;38;30;06/08/1975 04:22;13:20.0;18120;79006.2914
2165;Highland Woods City Hall;1715 Chicago Ave.;40;1;24/05/2006 23:15;08:16.0;81650;72636.574
2166;Green Shoes Corp.;38976 Forest View Rd.;23;7;14/12/1971 12:00;21:36.0;33253;95228.9236
2167;Peterson Roberts Carpentry;839 Burton Ave;28;23;13/02/1994 00:40;14:56.0;9800;91366.4809
2168;Kermit the Pet Shop;220 Vine Ave.;43;35;03/08/2000 14:35;33:20.0;64485;54157.265
2169;Nitelites Party Rental;241 Callan Rd.;15;48;16/04/1992 22:33;20:00.0;15150;88306.7972
2170;Parkway Auto Body;5518 Madison St.;3;13;23/08/1997 02:33;46:40.0;32218;46452.192
2171;First National Bank of Ottowa;1287 Glencoe Ave.;50;19;25/10/1980 06:33;00:00.0;32400;33755.6816
2172;Woodworks Co.;1619 Judson Ave. Apt #34B;43;41;17/01/2000 11:48;40:00.0;16447;83692.2106
2173;Glenwood Credit Union;22 Clay rd.;27;38;02/12/2000 00:55;33:20.0;47182;41760.3679
2174;Peterson Roberts Carpentry;139 Bay Colony Dr.;42;40;22/05/1994 10:47;53:20.0;67488;5835.0678
2175;Nina's Snow Plowing;2510 Crain;31;23;18/11/1990 03:47;20:00.0;66440;21076.76
2176;Glenwood Credit Union;629 Kincaid Ave.;15;28;20/03/1974 08:27;00:00.0;8836;23735.9085
2177;Perimeter Security Consultants;746 Judson Place;7;43;25/11/1987 17:33;13:20.0;54415;21282.6128
2178;Tub's Furniture Store;550 Sheridan;33;15;01/03/2005 18:00;20:00.0;72228;9069.5576
2179;Ernie's Foriegn Car Service;2032 Northbrook Ct.;16;3;15/05/1996 23:40;20:00.0;76010;24495.9712
2180;Johnson, Erico & Co CPA's;1633 McGovern place;3;50;28/04/1985 01:33;06:40.0;34852;85720.7565
2181;Lake Shore Publishing;1920 Sunnyside Ave.;9;43;28/07/1985 01:53;26:40.0;22400;37264.1116
2182;Glassman & Stone;550 Sheridan;40;27;24/05/1998 09:53;54:56.0;45263;16404.888
2183;BBQ Smith's Tex Mex;1795 Lake Cook Rd.;45;42;04/08/2006 18:35;41:36.0;37244;21246.04
2184;Marks, Marks, and Kaplan Ltd.;1235 Easton Rd.;34;31;10/11/2006 08:00;40:00.0;50167;86425.1431
2185;Marcy Elaine Bakery;1019 Deerfield Rd.;41;15;03/02/2006 00:53;54:56.0;85584;84440.6592
2186;Cotton Thumb Ltd.;220 Vine Ave.;1;7;03/03/2000 16:42;54:56.0;50249;33088.8934
2187;Tub's Furniture Store;3148 cottonwood Ct.;49;33;29/09/1993 00:47;33:20.0;71240;7839.1402
2188;Marks, Marks, and Kaplan Ltd.;406 Trinity Ct.;9;16;03/04/1990 08:22;06:40.0;79300;24260.7902
2189;American Apartments;785 Highland place;39;3;13/01/1997 03:48;06:40.0;70664;93200.924
2190;Morton Roofing and Siding;2644 Princeton Ln.;9;9;30/11/1993 02:42;21:36.0;92080;96540.5658
2191;Tub's Furniture Store;1270 Linden Ave.;45;40;27/01/1990 00:27;26:40.0;98684;41992.476
2192;Got It All Electronics Supply;115 Pleasent Ave.;4;45;02/11/2002 12:13;33:20.0;5500;31051.7898
2193;Trapezoid Studios;3344 Beachwood Ln.;12;34;27/10/1983 11:53;14:56.0;16600;77378.0694
2194;Elle Hypnosis and Therapy Cent;2220 Grant Blvd.;29;41;12/04/1974 12:00;01:36.0;57500;66822.4551
2195;Bill's Dive Shop;210 Cresant Rd.;11;1;17/07/2001 06:47;48:16.0;12000;26840.9858
2196;Keyth Contracting and Repair;3059 Priscilla Court;2;49;26/11/2000 00:53;53:20.0;14929;38733.4432
2197;DBN Bank;241 Callan Rd.;33;9;24/09/1980 17:13;08:16.0;44160;67184.3464
2198;DBN Bank;746 Judson Place;25;39;09/03/2000 13:48;40:00.0;91040;79534.6283
2199;Elm Place Business Supplies;770 Exmoor Rd.;37;9;25/12/2006 17:22;06:40.0;70470;76171.784
2200;Masterlands Cleaning;3487 Green Bay Rd.;31;45;16/01/2002 18:42;33:20.0;63844;80104.1062
2201;Terrinni & Son Auto and Truck;1185 County line Rd.;26;4;21/03/1983 02:00;53:20.0;78496;51924.3287
2202;Keep Cool Air Conditioner Repa;1245 Eastwood;18;12;24/04/1970 17:48;33:20.0;71432;96380.0936
2203;Dependable Plumbing and Sewer;1233 Arbor Rd.;8;29;26/08/1987 08:07;54:56.0;57928;51756.929
2204;Kosmo Consulting;1907 S. Prospect Ave.;31;11;03/10/1997 18:33;40:00.0;6278;33108.09
2205;Marcy Elaine Bakery;616 Cobblestone Cir.;29;2;28/01/2000 22:53;40:00.0;31614;66608.8096
2206;Jay's Cabinet Company;2936 Arlington Ave.;18;33;18/01/2000 09:33;00:00.0;15147;97730.2192
2207;Vanity Town;581 Hill St. Apt. 234;4;25;08/11/1975 06:27;28:16.0;32918;41996.856
2208;Woodworks Co.;632 Florence Dr.;48;37;11/10/1996 03:13;26:40.0;57896;47154.0965
2209;Highland Heights Gift Shop;355 Golf Rd.;44;31;24/02/1980 17:07;21:36.0;42520;62104.4081
2210;Doll House Rock;38976 Forest View Rd.;33;26;25/11/1993 11:35;06:40.0;52280;62596.3604
2211;Dean Barnett Furniture Repair;2632 Prarie Ln.;36;18;09/05/2002 11:13;46:40.0;45160;81584.99
2212;Hibop Heating and Air Conditio;1839 McCraren Rd.;11;8;08/12/1986 12:02;40:00.0;15092;55150.0524
2213;Corbins, Rodriguez, & Savocchi;2224 Sherman Rd.;13;31;18/03/2006 16:40;08:16.0;33624;1636.2808
2214;Masterlands Cleaning;1858 Balsam Way;8;29;02/07/1994 15:40;40:00.0;15304;11696.8328
2215;Schnitzer Denist College;1233 Arbor Rd.;26;18;31/03/2005 20:13;00:00.0;17018;87020.854
2216;Morgan Construction Co;1019 Deerfield Rd.;29;4;15/09/2000 21:53;00:00.0;60608;25762.5968
2217;Resnick DDS;425 Lake Ave.;46;48;27/11/1972 08:13;33:20.0;34104;89810.9448
2218;Schnitzer Denist College;1547 Knolwood Rd.;15;44;20/10/1996 17:02;06:40.0;25400;40097.3576
2219;Lake Shore Beaches;1954 First St.;35;33;16/08/2000 17:13;01:36.0;45442;36612.282
2220;American Apartments;1009 marvel Way;22;36;08/01/1986 00:15;53:20.0;95200;97300.224
2221;Acme Chemical Supply;368 Woodland Rd.;20;11;20/10/2004 20:20;14:56.0;13020;81834.7921
2222;Innman Paint and Glass;1799 Rosemary Way;21;13;19/01/2003 09:08;20:00.0;78088;59857.5586
2223;Air France;1270 Linden Ave.;2;8;19/11/1992 19:07;26:40.0;60096;76568.4096
2224;Portugal, Liddy, & Son Ltd.;1535 Knollwood Drive;7;26;23/11/1985 20:55;54:56.0;65188;18390.453
2225;Park District Of America;406 Trinity Ct.;1;29;05/08/1974 19:40;40:00.0;27532;31815.7336
2226;American Apartments;865 Old Tall Tree Lane;19;46;11/03/1986 21:20;13:20.0;77390;22993.8282
2227;Acturial Enterprises Ltd.;231 Sheriden Rd.;20;15;03/10/1985 23:42;14:56.0;25522;54014.2524
2228;Facelift Kitchen and Bath;1859 Green Bay Rd.;39;35;13/10/1975 11:15;28:16.0;67568;58210.0968
2229;Percy Photography;1858 Balsam Way;28;22;10/02/2001 10:13;34:56.0;39560;67144.352
2230;Highland Woods City Hall;12 Walker Ave.;43;20;04/11/1994 14:40;13:20.0;95183;33520.4838
2231;Trapezoid Studios;844 Spruce St.;32;21;24/05/1992 18:08;40:00.0;8264;13204.5626
2232;John G. Hartling Ltd.;310 Walker Ave.;17;2;29/08/2005 03:27;46:40.0;78420;68230.1135
2233;Elle Hypnosis and Therapy Cent;210 Cresant Rd.;18;7;30/01/1994 10:55;06:40.0;99257;55227.1678
2234;Doerner's Awnings and Canopies;2045 St. johns Ave.;7;1;16/01/2000 09:35;40:00.0;1307;54966.7645
2235;Hibbard Road Suppliers;1575 Oakwood Ave.;21;19;10/01/1983 15:20;40:00.0;83200;55346.4875
2236;Dean Grant Buick and Crysler;929 Brittany Ave.;30;20;05/01/1974 06:40;26:40.0;6504;54628.928
2237;Lickmen Restoration;59 Cordon Terr.;41;39;09/05/1986 13:55;00:00.0;6855;70618.854
2238;Lake Shore Publishing;770 Exmoor Rd.;47;28;26/03/1980 14:02;40:00.0;61485;42608.2264
2239;Schnitzer Denist College;1795 Lake Cook Rd.;26;43;01/05/2000 13:00;46:40.0;6925;80341.6619
2240;Green Bay Travel Services;430 Oakland Drive;38;32;17/01/2000 23:20;40:00.0;79513;6968.6479
2241;Mac Computer Warehouse;12 Walker Ave.;30;17;11/06/1999 12:20;20:00.0;23878;90754.8304
2242;Happ Aluminum Siding Co.;59 Cordon Terr.;19;18;11/11/1993 23:20;48:16.0;82104;78910.908
2243;Darcy Frame and Matting Servic;511 Maple Ave.  Apt. 1B;42;7;26/11/2006 03:48;46:40.0;56480;2864.583
2244;Glassman & Stone;511 Maple Ave.  Apt. 1B;34;21;04/05/1975 10:22;20:00.0;71880;56636.2192
2245;Palmer Golf Supplies;43078 Kennedy Dr.;37;30;29/07/2003 12:35;08:16.0;48006;76250.8896
2246;Marcy Elaine Bakery;2870 Skokie Rd.;1;41;27/01/2004 04:55;28:16.0;83424;52510.2448
2247;Derbin Contracting Services;3385 University Ave.;43;47;11/12/1978 21:33;21:36.0;29016;33266.7847
2248;Car Suite Cleaners;1949 Cloverdale Rd.;35;26;16/03/2000 09:47;08:16.0;71340;43238.798
2249;American Apartments;1882 St. Johns;11;38;29/10/2000 06:13;14:56.0;80440;22655.0532
2250;MedicServe Medical Supply;643 De Temple Rd.;42;30;07/03/2006 05:22;26:40.0;55290;28815.9168
2251;Pasifico Inc.;505 N. Frances St.;17;19;28/06/1986 00:47;08:16.0;71057;35232.5026
2252;Hilco Auto Body;1155 Ridgewood Drive;44;42;29/11/2003 00:55;33:20.0;43920;61255.5461
2253;Bill's Dive Shop;512 Hill;44;34;19/04/1971 09:07;40:00.0;38648;1416.402
2254;Lee Stairworks and Carpentry,;1770 first St.;1;37;26/06/2000 02:20;20:00.0;29554;68920.1737
